"주차ID","주차시작일","주차종료일","점포코드","점포명","표준상품코드","표준상품명","대분류코드","대분류명","소분류코드","소분류명","순매출액","판매수량","상품이익액","상품이익률","RFMP고객등급","센터입고수량","행사순매출액","재고보유일수합계","재고보유일수측정건수","재고보유일수평균","결품수","폐기수량","센터반품수량","원거래반품건수","원거래반품액","매출원가","집계일시"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000017","청정원 햇살담은 국간장 500ml","C0010","장류","C001001","간장","843768","72","252709","0.2995","GOLD","91","0","28","7","4","2","1","0","0","0","591059","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000017","청정원 햇살담은 국간장 500ml","C0010","장류","C001001","간장","1125024","96","374970","0.3333","GOLD","174","0","28","7","4","0","1","2","2","23438","750054","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000017","청정원 햇살담은 국간장 500ml","C0010","장류","C001001","간장","1242214","106","386453","0.3111","GOLD","89","857128","7","7","1","1","1","0","2","22500","855761","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000017","청정원 햇살담은 국간장 500ml","C0010","장류","C001001","간장","960958","82","283002","0.2945","GOLD","173","0","14","7","2","1","2","2","1","12305","677956","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000018","청정원 두번달여 더진한 진간장 840ml","C0010","장류","C001001","간장","1205336","88","309289","0.2566","VIP","144","0","21","7","3","2","1","0","2","25476","896047","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000018","청정원 두번달여 더진한 진간장 840ml","C0010","장류","C001001","간장","1342306","98","362825","0.2703","VIP","166","0","14","7","2","1","2","0","2","28216","979481","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000018","청정원 두번달여 더진한 진간장 840ml","C0010","장류","C001001","간장","958790","70","245930","0.2565","VIP","121","843735","28","7","4","1","2","2","1","10958","712860","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000018","청정원 두번달여 더진한 진간장 840ml","C0010","장류","C001001","간장","835517","61","261433","0.3129","VIP","107","0","21","7","3","2","0","2","2","28490","574084","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000018","청정원 두번달여 더진한 진간장 840ml","C0010","장류","C001001","간장","1150548","84","309037","0.2686","VIP","109","0","35","7","5","1","2","1","2","23558","841511","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000019","청정원 맛선생 맛간장 500ml","C0010","장류","C001001","간장","128403","33","30573","0.2381","ACE","85","0","105","7","15","0","0","0","2","6226","97830","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000019","청정원 맛선생 맛간장 500ml","C0010","장류","C001001","간장","159531","41","38989","0.2444","ACE","107","143578","70","7","10","1","1","0","2","7626","120542","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000019","청정원 맛선생 맛간장 500ml","C0010","장류","C001001","간장","178986","46","47378","0.2647","ACE","61","0","91","7","13","2","1","1","2","6304","131608","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000019","청정원 맛선생 맛간장 500ml","C0010","장류","C001001","간장","182877","47","47475","0.2596","ACE","58","0","91","7","13","0","1","0","2","7316","135402","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000019","청정원 맛선생 맛간장 500ml","C0010","장류","C001001","간장","167313","43","32977","0.1971","ACE","66","0","70","7","10","1","2","1","0","0","134336","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000020","청정원 저염 양조간장 500ml","C0010","장류","C001001","간장","551031","71","167624","0.3042","GOLD","103","236943","49","7","7","1","1","0","2","16142","383407","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000020","청정원 저염 양조간장 500ml","C0010","장류","C001001","간장","644163","83","170832","0.2652","GOLD","129","0","49","7","7","0","1","2","2","13348","473331","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000020","청정원 저염 양조간장 500ml","C0010","장류","C001001","간장","659685","85","181084","0.2745","GOLD","108","0","49","7","7","2","2","0","2","15832","478601","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000020","청정원 저염 양조간장 500ml","C0010","장류","C001001","간장","488943","63","125512","0.2567","GOLD","106","0","56","7","8","2","1","2","2","14590","363431","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000020","청정원 저염 양조간장 500ml","C0010","장류","C001001","간장","760578","98","215244","0.283","GOLD","149","0","49","7","7","2","0","1","0","0","545334","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000021","오뚜기 양조간장 501 500ml","C0010","장류","C001001","간장","551599","71","177725","0.3222","VIP","106","0","35","7","5","0","2","1","1","6526","373874","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000021","오뚜기 양조간장 501 500ml","C0010","장류","C001001","간장","699210","90","191444","0.2738","VIP","124","0","42","7","6","1","1","1","1","6681","507766","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000021","오뚜기 양조간장 501 500ml","C0010","장류","C001001","간장","699210","90","205498","0.2939","VIP","166","0","42","7","6","2","1","1","1","7847","493712","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000021","오뚜기 양조간장 501 500ml","C0010","장류","C001001","간장","940049","121","263872","0.2807","VIP","179","0","21","7","3","1","0","1","2","16004","676177","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000021","오뚜기 양조간장 501 500ml","C0010","장류","C001001","간장","1017739","131","292804","0.2877","VIP","140","692063","21","7","3","1","1","1","1","7458","724935","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000022","오뚜기 양조간장 501 900ml","C0010","장류","C001001","간장","766908","81","240579","0.3137","MVG","89","467814","28","7","4","1","1","1","0","0","526329","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000022","오뚜기 양조간장 501 900ml","C0010","장류","C001001","간장","738504","78","192233","0.2603","MVG","73","531723","21","7","3","0","2","1","1","7574","546271","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000022","오뚜기 양조간장 501 900ml","C0010","장류","C001001","간장","776376","82","238580","0.3073","MVG","146","504644","21","7","3","2","1","0","2","15528","537796","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000022","오뚜기 양조간장 501 900ml","C0010","장류","C001001","간장","681696","72","180854","0.2653","MVG","156","415835","28","7","4","2","0","1","2","16664","500842","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000022","오뚜기 양조간장 501 900ml","C0010","장류","C001001","간장","719568","76","206012","0.2863","MVG","159","366980","28","7","4","1","2","1","0","0","513556","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","655915","65","216845","0.3306","GOLD","91","0","84","7","12","2","2","2","1","10091","439070","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","655915","65","224848","0.3428","GOLD","87","0","77","7","11","2","1","0","1","8376","431067","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","766916","76","261212","0.3406","GOLD","111","559849","56","7","8","2","2","0","2","16146","505704","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","877917","87","295595","0.3367","GOLD","126","0","49","7","7","3","1","2","1","10394","582322","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000023","오뚜기 진간장 500ml","C0010","장류","C001001","간장","756825","75","219631","0.2902","GOLD","86","0","63","7","9","3","2","1","2","16348","537194","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","351177","57","98435","0.2803","VIP","74","0","42","7","6","2","1","0","0","0","252742","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","277245","45","80456","0.2902","VIP","74","152485","49","7","7","2","0","2","1","6038","196789","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","308050","50","96358","0.3128","VIP","82","0","28","7","4","0","1","2","1","6038","211692","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","406626","66","134878","0.3317","VIP","90","0","28","7","4","1","0","2","0","0","271748","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000024","오뚜기 진간장 1.7L","C0010","장류","C001001","간장","394304","64","131619","0.3338","VIP","136","0","35","7","5","0","1","0","0","0","262685","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","899822","77","272736","0.3031","ACE","92","764849","21","7","3","1","1","1","1","11569","627086","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","782962","67","226667","0.2895","ACE","135","0","35","7","5","3","2","0","2","23606","556295","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","876450","75","228841","0.2611","ACE","70","0","35","7","5","2","1","2","1","9816","647609","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","818020","70","212685","0.26","ACE","94","0","42","7","6","1","2","0","1","10985","605335","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000025","오뚜기 국간장 500ml","C0010","장류","C001001","간장","1075112","92","325651","0.3029","ACE","123","0","21","7","3","2","0","0","2","24074","749461","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","427185","45","123670","0.2895","GOLD","99","0","56","7","8","4","0","0","0","0","303515","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","294283","31","89374","0.3037","GOLD","71","0","70","7","10","1","3","2","1","7879","204909","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","408199","43","137971","0.338","GOLD","68","0","63","7","9","3","1","3","3","23922","270228","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","493636","52","143105","0.2899","GOLD","120","0","28","7","4","1","2","1","3","22782","350531","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000026","몽고 송표간장 500ml","C0010","장류","C001001","간장","370227","39","121101","0.3271","GOLD","64","214732","42","7","6","1","3","2","2","16898","249126","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","156000","39","35131","0.2252","VIP","47","0","126","7","18","2","0","1","0","0","120869","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","120000","30","24432","0.2036","VIP","34","0","147","7","21","0","1","2","3","12120","95568","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","168000","42","41278","0.2457","VIP","50","0","84","7","12","1","3","2","3","12240","126722","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","176000","44","33018","0.1876","VIP","88","105600","105","7","15","2","2","1","1","3520","142982","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000027","몽고 송표간장 900ml","C0010","장류","C001001","간장","124000","31","27801","0.2242","VIP","65","0","161","7","23","4","2","0","2","8080","96199","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","290261","29","94422","0.3253","ACE","53","0","161","7","23","2","1","0","2","17216","195839","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","470423","47","149595","0.318","ACE","79","0","84","7","12","4","1","0","3","28224","320828","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","500450","50","173306","0.3463","ACE","74","375338","63","7","9","4","3","0","1","9208","327144","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","450405","45","140616","0.3122","ACE","83","0","77","7","11","4","0","1","2","16214","309789","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000028","몽고 진간장 1.8L","C0010","장류","C001001","간장","330297","33","108238","0.3277","ACE","42","0","119","7","17","2","3","3","0","0","222059","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","214445","55","56571","0.2638","GOLD","78","0","42","7","6","2","0","1","0","0","157874","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","218344","56","50372","0.2307","GOLD","78","102622","28","7","4","0","2","0","1","3158","167972","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","237839","61","52824","0.2221","GOLD","129","0","28","7","4","3","3","2","0","0","185015","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","202748","52","53424","0.2635","GOLD","70","0","28","7","4","4","3","2","4","15908","149324","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000029","몽고 국간장 900ml","C0010","장류","C001001","간장","218344","56","48953","0.2242","GOLD","102","0","28","7","4","1","1","0","2","6394","169391","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","292152","74","103276","0.3535","VIP","90","119782","56","7","8","0","0","2","1","3158","188876","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","307944","78","90443","0.2937","VIP","108","0","49","7","7","2","3","1","4","16580","217501","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","193452","49","61344","0.3171","VIP","72","0","98","7","14","1","3","0","4","13580","132108","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","347424","88","112426","0.3236","VIP","97","0","35","7","5","2","2","1","2","7738","234998","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000030","몽고 양조간장 501 500ml","C0010","장류","C001001","간장","355320","90","103825","0.2922","VIP","144","0","35","7","5","1","1","1","4","16264","251495","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","280300","20","55471","0.1979","GOLD","45","0","217","7","31","3","3","2","1","13314","224829","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","434465","31","101925","0.2346","GOLD","65","0","133","7","19","1","3","2","4","45408","332540","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","420450","30","86823","0.2065","GOLD","37","0","140","7","20","2","2","0","2","28030","333627","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","448480","32","90817","0.2025","GOLD","72","0","133","7","19","1","1","1","3","44148","357663","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000031","대상 집으로ON 양조간장 500ml","C0010","장류","C001001","간장","336360","24","82576","0.2455","GOLD","38","188362","189","7","27","4","1","2","2","23264","253784","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","86127","19","21196","0.2461","ACE","43","0","84","7","12","4","2","0","2","9520","64931","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","154122","34","37375","0.2425","ACE","63","0","77","7","11","1","1","3","2","9066","116747","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","140523","31","32995","0.2348","ACE","74","0","56","7","8","0","0","0","0","0","107528","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","158655","35","41552","0.2619","ACE","40","133270","56","7","8","1","3","1","4","16136","117103","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000032","대상 집으로ON 진간장 840ml","C0010","장류","C001001","간장","104259","23","29015","0.2783","ACE","56","0","105","7","15","4","2","0","0","0","75244","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","135392","32","48213","0.3561","VIP","25","0","126","7","18","2","2","2","1","4273","87179","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","211550","50","69515","0.3286","VIP","74","0","63","7","9","1","1","2","0","0","142035","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","181933","43","59528","0.3272","VIP","63","78231","84","7","12","3","3","0","2","8800","122405","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","165009","39","59090","0.3581","VIP","88","0","91","7","13","1","1","1","4","14384","105919","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000033","이마트 노브랜드 진간장 900ml","C0010","장류","C001001","간장","152316","36","57697","0.3788","VIP","33","0","105","7","15","4","3","2","1","3385","94619","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","216104","28","65047","0.301","GOLD","29","0","84","7","12","3","2","2","4","27168","151057","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","385900","50","102071","0.2645","GOLD","72","246976","56","7","8","4","3","2","1","6406","283829","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","277848","36","85105","0.3063","GOLD","36","0","70","7","10","1","1","0","2","13430","192743","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","239258","31","62686","0.262","GOLD","82","0","91","7","13","4","2","3","1","7718","176572","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000034","이마트 노브랜드 양조간장 500ml","C0010","장류","C001001","간장","339592","44","103134","0.3037","GOLD","79","0","70","7","10","1","3","2","1","6869","236458","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","318780","33","61748","0.1937","ACE","73","267775","91","7","13","4","1","2","0","0","257032","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","328440","34","58856","0.1792","ACE","77","0","84","7","12","0","1","2","3","24924","269584","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","299460","31","61270","0.2046","ACE","51","0","133","7","19","1","1","1","2","19706","238190","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","309120","32","66306","0.2145","ACE","44","0","126","7","18","2","1","2","1","8984","242814","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000035","피코크 한식간장 500ml","C0010","장류","C001001","간장","280140","29","49024","0.175","ACE","52","0","133","7","19","2","3","2","0","0","231116","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","180208","16","46890","0.2602","GOLD","43","0","252","7","36","3","3","1","3","30072","133318","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","180208","16","45250","0.2511","GOLD","44","0","210","7","30","1","1","1","3","34128","134958","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","123893","11","32373","0.2613","GOLD","38","0","350","7","50","1","3","0","4","45052","91520","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","225260","20","50796","0.2255","GOLD","63","0","203","7","29","3","3","1","4","36944","174464","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000036","피코크 저염 양조간장 500ml","C0010","장류","C001001","간장","146419","13","35961","0.2456","GOLD","53","93708","252","7","36","4","2","1","1","9574","110458","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","794419","71","241424","0.3039","VIP","51","444875","49","7","7","3","2","0","3","26853","552995","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","760852","68","233125","0.3064","VIP","78","365209","35","7","5","0","0","2","1","9175","527727","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","671340","60","191936","0.2859","VIP","65","577352","56","7","8","1","1","2","3","33903","479404","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","682529","61","199094","0.2917","VIP","102","375391","56","7","8","2","3","0","0","0","483435","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000037","CJ 백설 진간장 500ml","C0010","장류","C001001","간장","1007010","90","281459","0.2795","VIP","171","422944","28","7","4","0","1","1","2","21482","725551","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","440825","55","162664","0.369","MVG","104","0","77","7","11","3","3","3","1","6893","278161","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","528990","66","177794","0.3361","MVG","102","0","49","7","7","3","3","2","0","0","351196","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","448840","56","159069","0.3544","MVG","85","408444","70","7","10","2","3","2","1","7214","289771","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","384720","48","131036","0.3406","MVG","54","0","77","7","11","0","1","1","1","7133","253684","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000038","CJ 백설 진간장 1.7L","C0010","장류","C001001","간장","480900","60","170191","0.3539","MVG","87","0","56","7","8","2","0","3","3","23805","310709","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","227171","23","50250","0.2212","GOLD","55","0","70","7","10","2","2","0","3","29334","176921","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","404957","41","112133","0.2769","GOLD","90","295619","35","7","5","1","3","0","1","10272","292824","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000039","CJ 백설 양조간장 500ml","C0010","장류","C001001","간장","325941","33","75618","0.232","GOLD","55","0","42","7","6","3","0","3","1","10371","250323","2026-08-17T18:00:00+09:00"
